"Município";"Unidade isolamento";"UTI adulto I";"UTI adulto II";"UTI adulto III";"Unidade de cuidados intermed adulto";"Total"
"290260 Baixa Grande";-;-;-;-;-;-
"290265 Banzaê";-;-;-;-;-;-
"290270 Barra";3;-;-;-;-;3
"290280 Barra da Estiva";-;-;-;-;-;-
"290290 Barra do Choça";1;-;-;-;-;1
"290300 Barra do Mendes";4;-;-;-;-;4
"290310 Barra do Rocha";-;-;-;-;-;-
"290320 Barreiras";-;-;10;-;30;40
"290323 Barro Alto";-;-;-;-;-;-
"290330 Barro Preto";-;-;-;-;-;-
"290327 Barrocas";1;-;-;-;-;1
"290340 Belmonte";1;-;-;-;-;1
"290350 Belo Campo";-;-;-;-;-;-
"290360 Biritinga";-;-;-;-;-;-
"290370 Boa Nova";-;-;-;-;-;-
"290380 Boa Vista do Tupim";-;-;-;-;-;-
"290390 Bom Jesus da Lapa";1;-;-;-;-;1
"290395 Bom Jesus da Serra";-;-;-;-;-;-
"290400 Boninal";-;-;-;-;-;-
"290405 Bonito";-;-;-;-;-;-
"290410 Boquira";-;-;-;-;-;-
"290420 Botuporã";-;-;-;-;-;-
"290430 Brejões";-;-;-;-;-;-
"290440 Brejolândia";-;-;-;-;-;-
"290450 Brotas de Macaúbas";1;-;-;-;-;1
"290460 Brumado";-;-;10;-;-;10
"290470 Buerarema";-;-;-;-;-;-
"290475 Buritirama";-;-;-;-;-;-
"290480 Caatiba";-;-;-;-;-;-
"290485 Cabaceiras do Paraguaçu";-;-;-;-;-;-
"290490 Cachoeira";1;-;-;-;-;1
"290500 Caculé";-;-;-;-;-;-
"290510 Caém";2;-;-;-;-;2
"290515 Caetanos";-;-;-;-;-;-
"290520 Caetité";1;-;-;-;-;1
"290530 Cafarnaum";-;-;-;-;-;-
"290540 Cairu";-;-;-;-;-;-
"290550 Caldeirão Grande";1;-;-;-;-;1
"290560 Camacan";-;-;-;-;-;-
"290570 Camaçari";7;10;8;-;-;25
"290580 Camamu";-;-;-;-;-;-
"290590 Campo Alegre de Lourdes";1;-;-;-;-;1
"290600 Campo Formoso";4;-;-;-;-;4
"290610 Canápolis";-;-;-;-;-;-
"290620 Canarana";-;-;-;-;-;-
"290630 Canavieiras";-;-;-;-;-;-
"290640 Candeal";-;-;-;-;-;-
"290650 Candeias";-;-;20;-;-;20
"290660 Candiba";-;-;-;-;-;-
"290670 Cândido Sales";-;-;-;-;-;-
"290680 Cansanção";-;-;-;-;-;-
"290682 Canudos";-;-;-;-;-;-
"290685 Capela do Alto Alegre";-;-;-;-;-;-
"290687 Capim Grosso";-;-;-;-;-;-
"290689 Caraíbas";-;-;-;-;-;-
"290690 Caravelas";1;-;-;-;-;1
"290700 Cardeal da Silva";-;-;-;-;-;-
"290710 Carinhanha";-;-;-;-;-;-
"290720 Casa Nova";-;-;-;-;-;-
"290730 Castro Alves";-;-;-;-;-;-
"290740 Catolândia";-;-;-;-;-;-
"290750 Catu";3;-;10;-;-;13
"290755 Caturama";-;-;-;-;-;-
"290760 Central";-;-;-;-;-;-
"290770 Chorrochó";-;-;-;-;-;-
"290780 Cícero Dantas";-;-;-;-;-;-
"290790 Cipó";-;-;-;-;-;-
"290800 Coaraci";-;-;-;-;-;-
"290810 Cocos";1;-;-;-;-;1
"290820 Conceição da Feira";-;-;-;-;-;-
"290830 Conceição do Almeida";-;-;-;-;-;-
"290840 Conceição do Coité";2;-;-;-;-;2
"290850 Conceição do Jacuípe";4;-;-;-;4;8
"290860 Conde";-;-;-;-;-;-
"290870 Condeúba";1;-;-;-;-;1
"290880 Contendas do Sincorá";-;-;-;-;-;-
"290890 Coração de Maria";-;-;-;-;-;-
"290900 Cordeiros";-;-;-;-;-;-
"290910 Coribe";1;-;-;-;-;1
"290920 Coronel João Sá";-;-;-;-;-;-
"290930 Correntina";1;-;-;-;-;1
"290940 Cotegipe";2;-;-;-;-;2
"290950 Cravolândia";-;-;-;-;-;-
"290960 Crisópolis";-;-;-;-;-;-
"290970 Cristópolis";1;-;-;-;-;1
"290980 Cruz das Almas";-;-;-;-;-;-
"290990 Curaçá";-;-;-;-;-;-
"291000 Dário Meira";-;-;-;-;-;-
"291005 Dias d'Ávila";-;-;-;-;-;-
"291010 Dom Basílio";-;-;-;-;-;-
"291020 Dom Macedo Costa";-;-;-;-;-;-
"291030 Elísio Medrado";-;-;-;-;-;-
"291040 Encruzilhada";1;-;-;-;-;1
"291050 Entre Rios";-;-;-;-;-;-
"290050 Érico Cardoso";-;-;-;-;-;-
"291060 Esplanada";-;-;-;-;-;-
"291070 Euclides da Cunha";1;-;-;-;-;1
"291072 Eunápolis";1;-;19;-;10;30
"291075 Fátima";-;-;-;-;-;-
"291077 Feira da Mata";-;-;-;-;-;-
"291080 Feira de Santana";11;16;40;-;11;78
"291085 Filadélfia";-;-;-;-;-;-
"291090 Firmino Alves";-;-;-;-;-;-
"291100 Floresta Azul";-;-;-;-;-;-
"291110 Formosa do Rio Preto";2;-;-;-;-;2
"291120 Gandu";-;-;-;-;-;-
"291125 Gavião";-;-;-;-;-;-
"291130 Gentio do Ouro";-;-;-;-;-;-
"291140 Glória";-;-;-;-;-;-
"291150 Gongogi";-;-;-;-;-;-
"291160 Governador Mangabeira";-;-;-;-;-;-
"291165 Guajeru";-;-;-;-;-;-
"291170 Guanambi";4;-;10;-;-;14
"291180 Guaratinga";-;-;-;-;-;-
"291185 Heliópolis";-;-;-;-;-;-
"291190 Iaçu";2;-;-;-;9;11
"291200 Ibiassucê";1;-;-;-;-;1
"291210 Ibicaraí";-;-;-;-;-;-
"291220 Ibicoara";-;-;-;-;-;-
"291230 Ibicuí";-;-;-;-;-;-
"291240 Ibipeba";-;-;-;-;-;-
"291250 Ibipitanga";-;-;-;-;-;-
"291260 Ibiquera";-;-;-;-;-;-
"291270 Ibirapitanga";-;-;-;-;-;-
"291280 Ibirapuã";-;-;-;-;-;-
"291290 Ibirataia";-;-;-;-;-;-
"291300 Ibitiara";-;-;-;-;-;-
"291310 Ibititá";-;-;-;-;-;-
"291320 Ibotirama";-;-;-;-;-;-
"291330 Ichu";-;-;-;-;-;-
"291340 Igaporã";1;-;-;-;-;1
"291345 Igrapiúna";-;-;-;-;-;-
"291350 Iguaí";-;-;-;-;-;-
"291360 Ilhéus";3;-;52;-;-;55
"291370 Inhambupe";-;-;-;-;-;-
"291380 Ipecaetá";-;-;-;-;-;-
"291390 Ipiaú";2;-;-;-;2;4
"291400 Ipirá";4;-;-;-;-;4
"291410 Ipupiara";-;-;-;-;-;-
"291420 Irajuba";-;-;-;-;-;-
"291430 Iramaia";-;-;-;-;-;-
"291440 Iraquara";2;-;-;-;-;2
"291450 Irará";-;-;-;-;-;-
"291460 Irecê";-;-;16;-;-;16
"291465 Itabela";1;-;-;-;-;1
"291470 Itaberaba";1;-;-;-;-;1
"291480 Itabuna";3;-;29;-;-;32
"291490 Itacaré";1;-;-;-;-;1
"291500 Itaeté";-;-;-;-;-;-
"291510 Itagi";-;-;-;-;-;-
"291520 Itagibá";-;-;-;-;-;-
"291530 Itagimirim";1;-;-;-;-;1
"291535 Itaguaçu da Bahia";-;-;-;-;-;-
"291540 Itaju do Colônia";-;-;-;-;-;-
"291550 Itajuípe";-;-;-;-;-;-
"291560 Itamaraju";2;-;-;-;-;2
"291570 Itamari";-;-;-;-;-;-
"291580 Itambé";-;-;-;-;-;-
"291590 Itanagra";-;-;-;-;-;-
"291600 Itanhém";2;-;-;-;-;2
"291610 Itaparica";-;-;-;-;-;-
"291620 Itapé";-;-;-;-;-;-
"291630 Itapebi";-;-;-;-;-;-
"291640 Itapetinga";3;-;9;-;-;12
"291650 Itapicuru";-;-;-;-;-;-
"291660 Itapitanga";-;-;-;-;-;-
"291670 Itaquara";1;-;-;-;-;1
"291680 Itarantim";-;-;-;-;-;-
"291685 Itatim";-;-;-;-;-;-
"291690 Itiruçu";-;-;-;-;-;-
"291700 Itiúba";-;-;-;-;-;-
"291710 Itororó";-;-;-;-;-;-
"291720 Ituaçu";4;-;-;-;-;4
"291730 Ituberá";-;-;-;-;-;-
"291733 Iuiú";-;-;-;-;-;-
"291735 Jaborandi";1;-;-;-;-;1
"291740 Jacaraci";-;-;-;-;-;-
"291750 Jacobina";7;-;3;-;-;10
"291760 Jaguaquara";3;-;-;-;-;3
"291770 Jaguarari";-;-;-;-;-;-
"291780 Jaguaripe";-;-;-;-;-;-
"291790 Jandaíra";-;-;-;-;-;-
"291800 Jequié";-;-;36;-;10;46
"291810 Jeremoabo";-;-;-;-;-;-
"291820 Jiquiriçá";-;-;-;-;-;-
"291830 Jitaúna";-;-;-;-;-;-
"291835 João Dourado";-;-;-;-;-;-
"291840 Juazeiro";-;4;26;-;-;30
"291845 Jucuruçu";1;-;-;-;-;1
"291850 Jussara";-;-;-;-;-;-
"291855 Jussari";-;-;-;-;-;-
"291860 Jussiape";-;-;-;-;-;-
"291870 Lafaiete Coutinho";-;-;-;-;-;-
"291875 Lagoa Real";-;-;-;-;-;-
"291880 Laje";1;-;-;-;-;1
"291890 Lajedão";-;-;-;-;-;-
"291900 Lajedinho";-;-;-;-;-;-
"291905 Lajedo do Tabocal";-;-;-;-;-;-
"291910 Lamarão";-;-;-;-;-;-
"291915 Lapão";-;-;-;-;-;-
"291920 Lauro de Freitas";3;33;10;-;-;46
"291930 Lençóis";-;-;-;-;-;-
"291940 Licínio de Almeida";-;-;-;-;-;-
"291950 Livramento de Nossa Senhora";-;-;-;-;-;-
"291955 Luís Eduardo Magalhães";-;-;-;-;-;-
"291960 Macajuba";-;-;-;-;-;-
"291970 Macarani";-;-;-;-;-;-
"291980 Macaúbas";2;-;-;-;-;2
"291990 Macururé";-;-;-;-;-;-
"291992 Madre de Deus";1;-;-;-;-;1
"291995 Maetinga";-;-;-;-;-;-
"292000 Maiquinique";-;-;-;-;-;-
"292010 Mairi";1;-;-;-;-;1
"292020 Malhada";1;-;-;-;-;1
"292030 Malhada de Pedras";-;-;-;-;-;-
"292040 Manoel Vitorino";-;-;-;-;-;-
"292045 Mansidão";-;-;-;-;-;-
"292050 Maracás";1;-;-;-;1;2
"292060 Maragogipe";-;-;-;-;-;-
"292070 Maraú";-;-;-;-;-;-
"292080 Marcionílio Souza";-;-;-;-;-;-
"292090 Mascote";-;-;-;-;-;-
"292100 Mata de São João";1;-;-;-;-;1
"292105 Matina";-;-;-;-;-;-
"292110 Medeiros Neto";1;-;-;-;-;1
"292120 Miguel Calmon";1;-;-;-;-;1
"292130 Milagres";2;-;-;-;-;2
"292140 Mirangaba";-;-;-;-;-;-
"292145 Mirante";-;-;-;-;-;-
"292150 Monte Santo";-;-;-;-;-;-
"292160 Morpará";-;-;-;-;-;-
"292170 Morro do Chapéu";2;-;-;-;-;2
"292180 Mortugaba";-;-;-;-;-;-
"292190 Mucugê";-;-;-;-;-;-
"292200 Mucuri";2;-;-;-;-;2
"292205 Mulungu do Morro";-;-;-;-;-;-
"292210 Mundo Novo";2;-;-;-;-;2
"292220 Muniz Ferreira";-;-;-;-;-;-
"292225 Muquém de São Francisco";-;-;-;-;-;-
"292230 Muritiba";-;-;-;-;-;-
"292240 Mutuípe";-;-;-;-;-;-
"292250 Nazaré";-;-;-;-;-;-
"292260 Nilo Peçanha";-;-;-;-;-;-
"292265 Nordestina";-;-;-;-;-;-
"292270 Nova Canaã";-;-;-;-;-;-
"292273 Nova Fátima";-;-;-;-;-;-
"292275 Nova Ibiá";-;-;-;-;-;-
"292280 Nova Itarana";-;-;-;-;-;-
"292285 Nova Redenção";-;-;-;-;-;-
"292290 Nova Soure";-;-;-;-;-;-
"292300 Nova Viçosa";3;-;-;-;-;3
"292303 Novo Horizonte";-;-;-;-;-;-
"292305 Novo Triunfo";-;-;-;-;-;-
"292310 Olindina";2;-;-;-;-;2
"292320 Oliveira dos Brejinhos";-;-;-;-;-;-
"292330 Ouriçangas";-;-;-;-;-;-
"292335 Ourolândia";-;-;-;-;-;-
"292340 Palmas de Monte Alto";-;-;-;-;-;-
"292350 Palmeiras";-;-;-;-;-;-
"292360 Paramirim";1;-;-;-;-;1
"292370 Paratinga";1;-;-;-;-;1
"292380 Paripiranga";-;-;-;-;-;-
"292390 Pau Brasil";-;-;-;-;-;-
"292400 Paulo Afonso";1;-;-;-;-;1
"292405 Pé de Serra";-;-;-;-;-;-
"292410 Pedrão";-;-;-;-;-;-
"292420 Pedro Alexandre";-;-;-;-;-;-
"292430 Piatã";-;-;-;-;-;-
"292440 Pilão Arcado";-;-;-;-;-;-
"292450 Pindaí";1;-;-;-;-;1
"292460 Pindobaçu";-;-;-;-;-;-
"292465 Pintadas";-;-;-;-;-;-
"292467 Piraí do Norte";-;-;-;-;-;-
"292470 Piripá";-;-;-;-;-;-
"292480 Piritiba";-;-;-;-;-;-
"292490 Planaltino";-;-;-;-;-;-
"292500 Planalto";-;-;-;-;-;-
"292510 Poções";-;-;-;-;-;-
"292520 Pojuca";2;-;-;-;-;2
"292525 Ponto Novo";-;-;-;-;-;-
"292530 Porto Seguro";-;-;10;-;4;14
"292540 Potiraguá";-;-;-;-;-;-
"292550 Prado";-;-;-;-;-;-
"292560 Presidente Dutra";-;-;-;-;-;-
"292570 Presidente Jânio Quadros";-;-;-;-;-;-
"292575 Presidente Tancredo Neves";-;-;-;-;-;-
"292580 Queimadas";-;-;-;-;-;-
"292590 Quijingue";-;-;-;-;-;-
"292593 Quixabeira";-;-;-;-;-;-
"292595 Rafael Jambeiro";-;-;-;-;-;-
"292600 Remanso";-;-;-;-;-;-
"292610 Retirolândia";-;-;-;-;-;-
"292620 Riachão das Neves";-;-;-;-;-;-
"292630 Riachão do Jacuípe";6;-;-;-;-;6
"292640 Riacho de Santana";1;-;-;-;-;1
"292650 Ribeira do Amparo";-;-;-;-;-;-
"292660 Ribeira do Pombal";-;-;7;-;-;7
"292665 Ribeirão do Largo";-;-;-;-;-;-
"292670 Rio de Contas";-;-;-;-;-;-
"292680 Rio do Antônio";-;-;-;-;-;-
"292690 Rio do Pires";1;-;-;-;-;1
"292700 Rio Real";-;-;-;-;-;-
"292710 Rodelas";-;-;-;-;-;-
"292720 Ruy Barbosa";-;-;-;-;-;-
"292730 Salinas da Margarida";-;-;-;-;-;-
"292740 Salvador";75;9;703;173;95;1055
"292750 Santa Bárbara";-;-;-;-;-;-
"292760 Santa Brígida";-;-;-;-;-;-
"292770 Santa Cruz Cabrália";-;-;-;-;-;-
"292780 Santa Cruz da Vitória";-;-;-;-;-;-
"292790 Santa Inês";5;-;-;-;-;5
"292805 Santa Luzia";-;-;-;-;-;-
"292810 Santa Maria da Vitória";2;-;-;-;-;2
"292840 Santa Rita de Cássia";-;-;-;-;-;-
"292850 Santa Teresinha";-;-;-;-;-;-
"292800 Santaluz";1;-;-;-;-;1
"292820 Santana";1;-;-;-;-;1
"292830 Santanópolis";-;-;-;-;-;-
"292860 Santo Amaro";-;-;-;-;4;4
"292870 Santo Antônio de Jesus";2;10;32;-;-;44
"292880 Santo Estêvão";4;-;-;-;-;4
"292890 São Desidério";1;-;-;-;-;1
"292895 São Domingos";-;-;-;-;-;-
"292910 São Felipe";-;-;-;-;-;-
"292900 São Félix";1;-;9;-;-;10
"292905 São Félix do Coribe";-;-;-;-;-;-
"292920 São Francisco do Conde";1;-;-;-;-;1
"292925 São Gabriel";-;-;-;-;-;-
"292930 São Gonçalo dos Campos";2;-;-;-;-;2
"292935 São José da Vitória";-;-;-;-;-;-
"292937 São José do Jacuípe";-;-;-;-;-;-
"292940 São Miguel das Matas";-;-;-;-;-;-
"292950 São Sebastião do Passé";-;-;-;-;-;-
"292960 Sapeaçu";1;-;-;-;-;1
"292970 Sátiro Dias";-;-;-;-;-;-
"292975 Saubara";-;-;-;-;-;-
"292980 Saúde";-;-;-;-;-;-
"292990 Seabra";-;-;10;-;-;10
"293000 Sebastião Laranjeiras";-;-;-;-;-;-
"293010 Senhor do Bonfim";-;-;-;-;-;-
"293020 Sento Sé";-;-;-;-;-;-
"293015 Serra do Ramalho";1;-;-;-;-;1
"293030 Serra Dourada";-;-;-;-;-;-
"293040 Serra Preta";-;-;-;-;-;-
"293050 Serrinha";-;-;-;-;-;-
"293060 Serrolândia";-;-;-;-;-;-
"293070 Simões Filho";4;-;-;-;-;4
"293075 Sítio do Mato";1;-;-;-;-;1
"293076 Sítio do Quinto";-;-;-;-;-;-
"293077 Sobradinho";-;-;-;-;-;-
"293080 Souto Soares";-;-;-;-;-;-
"293090 Tabocas do Brejo Velho";-;-;-;-;-;-
"293100 Tanhaçu";-;-;-;-;-;-
"293105 Tanque Novo";-;-;-;-;-;-
"293110 Tanquinho";-;-;-;-;-;-
"293120 Taperoá";-;-;-;-;-;-
"293130 Tapiramutá";1;-;-;-;-;1
"293135 Teixeira de Freitas";3;-;2;30;2;37
"293140 Teodoro Sampaio";-;-;-;-;-;-
"293150 Teofilândia";1;-;-;-;-;1
"293160 Teolândia";-;-;-;-;-;-
"293170 Terra Nova";-;-;-;-;-;-
"293180 Tremedal";-;-;-;-;-;-
"293190 Tucano";-;-;-;-;-;-
"293200 Uauá";-;-;-;-;-;-
"293210 Ubaíra";-;-;-;-;-;-
"293220 Ubaitaba";-;-;-;-;-;-
"293230 Ubatã";2;-;-;-;-;2
"293240 Uibaí";-;-;-;-;-;-
"293245 Umburanas";-;-;-;-;-;-
"293250 Una";-;-;-;-;-;-
"293260 Urandi";2;-;-;-;-;2
"293270 Uruçuca";-;-;-;-;-;-
"293280 Utinga";-;-;-;-;-;-
"293290 Valença";-;-;-;-;-;-
"293300 Valente";1;-;-;-;-;1
"293305 Várzea da Roça";-;-;-;-;-;-
"293310 Várzea do Poço";-;-;-;-;-;-
"293315 Várzea Nova";-;-;-;-;-;-
"293317 Varzedo";-;-;-;-;-;-
"293320 Vera Cruz";1;-;-;-;-;1
"293325 Vereda";1;-;-;-;-;1
"293330 Vitória da Conquista";13;-;94;-;3;110
"293340 Wagner";-;-;-;-;-;-
"293345 Wanderley";2;-;-;-;-;2
"293350 Wenceslau Guimarães";-;-;-;-;-;-
"293360 Xique-Xique";2;-;-;-;-;2
"290000 Município ignorado - BA";-;-;-;-;-;-
"310010 Abadia dos Dourados";-;-;-;-;-;-
"310020 Abaeté";-;-;-;-;-;-
"310030 Abre Campo";2;-;-;-;-;2
"310040 Acaiaca";-;-;-;-;-;-
"310050 Açucena";-;-;-;-;-;-
"310060 Água Boa";-;-;-;-;-;-
"310070 Água Comprida";-;-;-;-;-;-
"310080 Aguanil";-;-;-;-;-;-
"310090 Águas Formosas";-;-;-;-;-;-
"310100 Águas Vermelhas";-;-;-;-;-;-
"310110 Aimorés";-;-;-;-;-;-
"310120 Aiuruoca";-;-;-;-;-;-
"310130 Alagoa";-;-;-;-;-;-
"310140 Albertina";-;-;-;-;-;-
"310150 Além Paraíba";3;-;5;-;-;8
"310160 Alfenas";5;7;20;-;-;32
"310163 Alfredo Vasconcelos";-;-;-;-;-;-
"310170 Almenara";3;-;-;-;-;3
"310180 Alpercata";-;-;-;-;-;-
"310190 Alpinópolis";-;-;-;-;-;-
"310200 Alterosa";-;-;-;-;-;-
"310205 Alto Caparaó";-;-;-;-;-;-
"315350 Alto Jequitibá";-;-;-;-;-;-
"310210 Alto Rio Doce";2;-;-;-;-;2
"310220 Alvarenga";-;-;-;-;-;-
"310230 Alvinópolis";-;-;-;-;-;-
"310240 Alvorada de Minas";-;-;-;-;-;-
"310250 Amparo do Serra";-;-;-;-;-;-
"310260 Andradas";-;-;-;-;-;-
"310280 Andrelândia";2;-;-;-;-;2
"310285 Angelândia";-;-;-;-;-;-
"310290 Antônio Carlos";-;-;-;-;-;-
"310300 Antônio Dias";-;-;-;-;-;-
"310310 Antônio Prado de Minas";-;-;-;-;-;-
"310320 Araçaí";-;-;-;-;-;-
"310330 Aracitaba";-;-;-;-;-;-
"310340 Araçuaí";2;-;-;-;-;2
"310350 Araguari";2;8;10;-;-;20
"310360 Arantina";-;-;-;-;-;-
"310370 Araponga";-;-;-;-;-;-
"310375 Araporã";-;-;-;-;-;-
"310380 Arapuá";-;-;-;-;-;-
"310390 Araújos";-;-;-;-;-;-
"310400 Araxá";-;2;27;-;-;29
"310410 Arceburgo";-;-;-;-;-;-
"310420 Arcos";-;-;-;-;-;-
"310430 Areado";-;-;-;-;-;-
"310440 Argirita";-;-;-;-;-;-
"310445 Aricanduva";-;-;-;-;-;-
"310450 Arinos";-;-;-;-;-;-
"310460 Astolfo Dutra";-;-;-;-;-;-
"310470 Ataléia";-;-;-;-;-;-
"310480 Augusto de Lima";-;-;-;-;-;-
"310490 Baependi";-;-;10;-;-;10
"310500 Baldim";-;-;-;-;-;-
"310510 Bambuí";-;-;-;-;-;-
"310520 Bandeira";-;-;-;-;-;-
"310530 Bandeira do Sul";-;-;-;-;-;-
"310540 Barão de Cocais";1;-;-;-;-;1
"310550 Barão de Monte Alto";-;-;-;-;-;-
"310560 Barbacena";8;-;40;-;-;48
"310570 Barra Longa";-;-;-;-;-;-
"310590 Barroso";1;-;-;-;-;1
"310600 Bela Vista de Minas";-;-;-;-;-;-
"310610 Belmiro Braga";-;-;-;-;-;-
"310620 Belo Horizonte";64;170;725;175;14;1148
"310630 Belo Oriente";-;-;-;-;-;-
"310640 Belo Vale";-;-;-;-;-;-
"310650 Berilo";-;-;-;-;-;-
"310665 Berizal";-;-;-;-;-;-
"310660 Bertópolis";-;-;-;-;-;-
"310670 Betim";3;-;39;-;-;42
"310680 Bias Fortes";-;-;-;-;-;-
"310690 Bicas";-;-;-;-;-;-
"310700 Biquinhas";-;-;-;-;-;-
"310710 Boa Esperança";-;-;-;-;-;-
"310720 Bocaina de Minas";-;-;-;-;-;-
"310730 Bocaiúva";-;-;-;-;-;-
"310740 Bom Despacho";-;-;-;-;2;2
"310750 Bom Jardim de Minas";1;-;-;-;-;1
"310760 Bom Jesus da Penha";-;-;-;-;-;-
"310770 Bom Jesus do Amparo";-;-;-;-;-;-
"310780 Bom Jesus do Galho";-;-;-;-;-;-
"310790 Bom Repouso";-;-;-;-;-;-
"310800 Bom Sucesso";-;-;-;-;-;-
"310810 Bonfim";-;-;-;-;-;-
"310820 Bonfinópolis de Minas";-;-;-;-;-;-
"310825 Bonito de Minas";-;-;-;-;-;-
"310830 Borda da Mata";-;-;-;-;-;-
"310840 Botelhos";1;-;-;-;-;1
"310850 Botumirim";-;-;-;-;-;-
"310870 Brás Pires";-;-;-;-;-;-
"310855 Brasilândia de Minas";-;-;-;-;-;-
"310860 Brasília de Minas";4;-;10;-;-;14
"310880 Braúnas";-;-;-;-;-;-
"310890 Brazópolis";-;-;-;-;-;-
"310900 Brumadinho";1;-;-;-;-;1
"310910 Bueno Brandão";-;-;-;-;-;-
"310920 Buenópolis";-;-;-;-;-;-
"310925 Bugre";-;-;-;-;-;-
"310930 Buritis";-;-;-;-;-;-
"310940 Buritizeiro";-;-;-;-;-;-
"310945 Cabeceira Grande";-;-;-;-;-;-
"310950 Cabo Verde";-;-;-;-;-;-
"310960 Cachoeira da Prata";-;-;-;-;-;-
"310970 Cachoeira de Minas";-;-;-;-;-;-
"310270 Cachoeira de Pajeú";-;-;-;-;-;-
"310980 Cachoeira Dourada";-;-;-;-;-;-
"310990 Caetanópolis";1;-;-;-;-;1
"311000 Caeté";-;-;-;-;3;3
"311010 Caiana";-;-;-;-;-;-
"311020 Cajuri";-;-;-;-;-;-
"311030 Caldas";-;-;-;-;-;-
"311040 Camacho";-;-;-;-;-;-
"311050 Camanducaia";-;-;-;-;-;-
"311060 Cambuí";-;-;-;-;-;-
"311070 Cambuquira";-;-;-;-;2;2
"311080 Campanário";-;-;-;-;-;-
"311090 Campanha";-;-;-;-;-;-
"311100 Campestre";-;-;-;-;-;-
"311110 Campina Verde";-;-;-;-;-;-
"311115 Campo Azul";-;-;-;-;-;-
"311120 Campo Belo";-;-;11;-;-;11
"311130 Campo do Meio";-;-;-;-;-;-
"311140 Campo Florido";-;-;-;-;-;-
"311150 Campos Altos";1;-;-;-;-;1
"311160 Campos Gerais";-;-;-;-;-;-
"311190 Cana Verde";-;-;-;-;-;-
"311170 Canaã";-;-;-;-;-;-
"311180 Canápolis";-;-;-;-;-;-
"311200 Candeias";-;-;-;-;-;-
"311205 Cantagalo";-;-;-;-;-;-
"311210 Caparaó";-;-;-;-;-;-
"311220 Capela Nova";-;-;-;-;-;-
"311230 Capelinha";-;-;-;-;-;-
"311240 Capetinga";-;-;-;-;-;-
"311250 Capim Branco";-;-;-;-;-;-
"311260 Capinópolis";-;-;-;-;-;-
"311265 Capitão Andrade";-;-;-;-;-;-
"311270 Capitão Enéas";1;-;-;-;-;1
"311280 Capitólio";-;-;-;-;-;-
"311290 Caputira";-;-;-;-;-;-
"311300 Caraí";-;-;-;-;-;-
"311310 Caranaíba";-;-;-;-;-;-
"311320 Carandaí";2;-;-;-;-;2
"311330 Carangola";1;-;26;-;-;27
"311340 Caratinga";-;-;28;-;-;28
"311350 Carbonita";-;-;-;-;-;-
"311360 Careaçu";-;-;-;-;-;-
"311370 Carlos Chagas";-;-;-;-;-;-
"311380 Carmésia";-;-;-;-;-;-
"311390 Carmo da Cachoeira";-;-;-;-;-;-
"311400 Carmo da Mata";-;-;-;-;-;-
"311410 Carmo de Minas";-;-;-;-;-;-
"311420 Carmo do Cajuru";-;-;-;-;-;-
"311430 Carmo do Paranaíba";-;-;-;-;-;-
"311440 Carmo do Rio Claro";-;-;-;-;-;-
"311450 Carmópolis de Minas";-;-;-;-;-;-
"311455 Carneirinho";-;-;-;-;-;-
"311460 Carrancas";-;-;-;-;-;-
"311470 Carvalhópolis";-;-;-;-;-;-
"311480 Carvalhos";-;-;-;-;-;-
"311490 Casa Grande";-;-;-;-;-;-
"311500 Cascalho Rico";-;-;-;-;-;-
"311510 Cássia";-;-;-;-;-;-
"311530 Cataguases";8;-;10;-;-;18
"311535 Catas Altas";-;-;-;-;-;-
"311540 Catas Altas da Noruega";-;-;-;-;-;-
"311545 Catuji";-;-;-;-;-;-
"311547 Catuti";-;-;-;-;-;-
"311550 Caxambu";1;-;-;-;-;1
"311560 Cedro do Abaeté";-;-;-;-;-;-
"311570 Central de Minas";-;-;-;-;-;-
"311580 Centralina";1;-;-;-;-;1
"311590 Chácara";-;-;-;-;-;-
"311600 Chalé";-;-;-;-;-;-
"311610 Chapada do Norte";-;-;-;-;-;-
"311615 Chapada Gaúcha";-;-;-;-;-;-
"311620 Chiador";-;-;-;-;-;-
"311630 Cipotânea";-;-;-;-;-;-
"311640 Claraval";-;-;-;-;-;-
"311650 Claro dos Poções";-;-;-;-;-;-
"311660 Cláudio";-;-;-;-;2;2
"311670 Coimbra";-;-;-;-;-;-
"311680 Coluna";-;-;-;-;-;-
"311690 Comendador Gomes";-;-;-;-;-;-
"311700 Comercinho";-;-;-;-;-;-
"311710 Conceição da Aparecida";-;-;-;-;-;-
"311520 Conceição da Barra de Minas";-;-;-;-;-;-
"311730 Conceição das Alagoas";-;-;-;-;-;-
"311720 Conceição das Pedras";-;-;-;-;-;-
"311740 Conceição de Ipanema";-;-;-;-;-;-
"311750 Conceição do Mato Dentro";-;-;-;-;-;-
"311760 Conceição do Pará";-;-;-;-;-;-
"311770 Conceição do Rio Verde";-;-;-;-;-;-
"311780 Conceição dos Ouros";-;-;-;-;-;-
"311783 Cônego Marinho";-;-;-;-;-;-
"311787 Confins";-;-;-;-;-;-
"311790 Congonhal";-;-;-;-;-;-
"311800 Congonhas";-;-;-;-;-;-
"311810 Congonhas do Norte";-;-;-;-;-;-
"311820 Conquista";-;-;-;-;-;-
"311830 Conselheiro Lafaiete";1;-;10;-;-;11
"311840 Conselheiro Pena";-;-;-;-;-;-
"311850 Consolação";-;-;-;-;-;-
"311860 Contagem";5;-;55;-;1;61
