"Município";"Quantidade existente";"Quantidade SUS";"Quantidade Não SUS"
"320120 Cachoeiro de Itapemirim";520;354;166
"320130 Cariacica";333;187;146
"320140 Castelo";55;31;24
"320150 Colatina";484;336;148
"320160 Conceição da Barra";16;16;-
"320170 Conceição do Castelo";20;20;-
"320180 Divino de São Lourenço";-;-;-
"320190 Domingos Martins";102;93;9
"320200 Dores do Rio Preto";-;-;-
"320210 Ecoporanga";56;46;10
"320220 Fundão";71;11;60
"320225 Governador Lindenberg";-;-;-
"320230 Guaçuí";91;76;15
"320240 Guarapari";59;59;-
"320245 Ibatiba";50;41;9
"320250 Ibiraçu";-;-;-
"320255 Ibitirama";-;-;-
"320260 Iconha";28;26;2
"320265 Irupi";-;-;-
"320270 Itaguaçu";51;47;4
"320280 Itapemirim";106;100;6
"320290 Itarana";38;35;3
"320300 Iúna";66;56;10
"320305 Jaguaré";22;22;-
"320310 Jerônimo Monteiro";26;26;-
"320313 João Neiva";50;32;18
"320316 Laranja da Terra";23;23;-
"320320 Linhares";257;154;103
"320330 Mantenópolis";-;-;-
"320332 Marataízes";94;-;94
"320334 Marechal Floriano";-;-;-
"320335 Marilândia";-;-;-
"320340 Mimoso do Sul";52;46;6
"320350 Montanha";35;32;3
"320360 Mucurici";19;19;-
"320370 Muniz Freire";35;34;1
"320380 Muqui";42;38;4
"320390 Nova Venécia";61;48;13
"320400 Pancas";9;9;-
"320405 Pedro Canário";36;30;6
"320410 Pinheiros";32;32;-
"320420 Piúma";68;12;56
"320425 Ponto Belo";-;-;-
"320430 Presidente Kennedy";-;-;-
"320435 Rio Bananal";26;26;-
"320440 Rio Novo do Sul";-;-;-
"320450 Santa Leopoldina";25;25;-
"320455 Santa Maria de Jetibá";59;56;3
"320460 Santa Teresa";69;58;11
"320465 São Domingos do Norte";-;-;-
"320470 São Gabriel da Palha";142;20;122
"320480 São José do Calçado";77;77;-
"320490 São Mateus";283;206;77
"320495 São Roque do Canaã";-;-;-
"320500 Serra";754;474;280
"320501 Sooretama";-;-;-
"320503 Vargem Alta";30;27;3
"320506 Venda Nova do Imigrante";101;61;40
"320510 Viana";-;-;-
"320515 Vila Pavão";-;-;-
"320517 Vila Valério";-;-;-
"320520 Vila Velha";864;435;429
"320530 Vitória";1695;1135;560
"320000 Município ignorado - ES";-;-;-
"330010 Angra dos Reis";286;217;69
"330015 Aperibé";35;35;-
"330020 Araruama";158;94;64
"330022 Areal";21;21;-
"330023 Armação dos Búzios";48;48;-
"330025 Arraial do Cabo";79;79;-
"330030 Barra do Piraí";280;234;46
"330040 Barra Mansa";296;187;109
"330045 Belford Roxo";285;157;128
"330050 Bom Jardim";65;60;5
"330060 Bom Jesus do Itabapoana";131;71;60
"330070 Cabo Frio";538;319;219
"330080 Cachoeiras de Macacu";103;103;-
"330090 Cambuci";44;42;2
"330100 Campos dos Goytacazes";1664;1112;552
"330110 Cantagalo";83;71;12
"330093 Carapebus";-;-;-
"330115 Cardoso Moreira";-;-;-
"330120 Carmo";38;36;2
"330130 Casimiro de Abreu";75;75;-
"330095 Comendador Levy Gasparian";-;-;-
"330140 Conceição de Macabu";36;36;-
"330150 Cordeiro";38;38;-
"330160 Duas Barras";16;16;-
"330170 Duque de Caxias";977;751;226
"330180 Engenheiro Paulo de Frontin";32;23;9
"330185 Guapimirim";137;73;64
"330187 Iguaba Grande";-;-;-
"330190 Itaboraí";313;306;7
"330200 Itaguaí";159;90;69
"330205 Italva";-;-;-
"330210 Itaocara";68;40;28
"330220 Itaperuna";383;223;160
"330225 Itatiaia";36;36;-
"330227 Japeri";-;-;-
"330230 Laje do Muriaé";30;30;-
"330240 Macaé";506;295;211
"330245 Macuco";-;-;-
"330250 Magé";192;142;50
"330260 Mangaratiba";62;62;-
"330270 Maricá";141;108;33
"330280 Mendes";10;-;10
"330285 Mesquita";176;100;76
"330290 Miguel Pereira";99;99;-
"330300 Miracema";71;42;29
"330310 Natividade";50;46;4
"330320 Nilópolis";137;88;49
"330330 Niterói";1661;971;690
"330340 Nova Friburgo";659;408;251
"330350 Nova Iguaçu";971;536;435
"330360 Paracambi";82;54;28
"330370 Paraíba do Sul";126;102;24
"330380 Paraty";37;37;-
"330385 Paty do Alferes";-;-;-
"330390 Petrópolis";1651;1039;612
"330395 Pinheiral";31;29;2
"330400 Piraí";57;51;6
"330410 Porciúncula";1;1;-
"330411 Porto Real";45;45;-
"330412 Quatis";33;33;-
"330414 Queimados";67;67;-
"330415 Quissamã";74;74;-
"330420 Resende";362;158;204
"330430 Rio Bonito";112;87;25
"330440 Rio Claro";41;41;-
"330450 Rio das Flores";21;21;-
"330452 Rio das Ostras";102;90;12
"330455 Rio de Janeiro";13933;8508;5425
"330460 Santa Maria Madalena";23;23;-
"330470 Santo Antônio de Pádua";171;101;70
"330480 São Fidélis";111;102;9
"330475 São Francisco de Itabapoana";30;30;-
"330490 São Gonçalo";1389;734;655
"330500 São João da Barra";40;40;-
"330510 São João de Meriti";166;101;65
"330513 São José de Ubá";-;-;-
"330515 São José do Vale do Rio Preto";56;54;2
"330520 São Pedro da Aldeia";61;45;16
"330530 São Sebastião do Alto";48;39;9
"330540 Sapucaia";-;-;-
"330550 Saquarema";116;116;-
"330555 Seropédica";27;27;-
"330560 Silva Jardim";40;40;-
"330570 Sumidouro";25;25;-
"330575 Tanguá";214;43;171
"330580 Teresópolis";391;268;123
"330590 Trajano de Moraes";38;31;7
"330600 Três Rios";266;186;80
"330610 Valença";318;289;29
"330615 Varre-Sai";38;35;3
"330620 Vassouras";457;403;54
"330630 Volta Redonda";747;419;328
"330000 Município ignorado - RJ";-;-;-
"350010 Adamantina";235;206;29
"350020 Adolfo";-;-;-
"350030 Aguaí";-;-;-
"350040 Águas da Prata";-;-;-
"350050 Águas de Lindóia";42;30;12
"350055 Águas de Santa Bárbara";-;-;-
"350060 Águas de São Pedro";-;-;-
"350070 Agudos";60;38;22
"350075 Alambari";-;-;-
"350080 Alfredo Marcondes";-;-;-
"350090 Altair";-;-;-
"350100 Altinópolis";31;25;6
"350110 Alto Alegre";22;19;3
"350115 Alumínio";-;-;-
"350120 Álvares Florence";-;-;-
"350130 Álvares Machado";20;18;2
"350140 Álvaro de Carvalho";-;-;-
"350150 Alvinlândia";-;-;-
"350160 Americana";536;207;329
"350170 Américo Brasiliense";193;193;-
"350180 Américo de Campos";-;-;-
"350190 Amparo";392;215;177
"350200 Analândia";-;-;-
"350210 Andradina";127;91;36
"350220 Angatuba";57;54;3
"350230 Anhembi";-;-;-
"350240 Anhumas";-;-;-
"350250 Aparecida";104;70;34
"350260 Aparecida d'Oeste";22;20;2
"350270 Apiaí";45;39;6
"350275 Araçariguama";-;-;-
"350280 Araçatuba";394;231;163
"350290 Araçoiaba da Serra";321;-;321
"350300 Aramina";-;-;-
"350310 Arandu";12;12;-
"350315 Arapeí";-;-;-
"350320 Araraquara";442;222;220
"350330 Araras";503;246;257
"350335 Arco-Íris";-;-;-
"350340 Arealva";29;18;11
"350350 Areias";-;-;-
"350360 Areiópolis";-;-;-
"350370 Ariranha";-;-;-
"350380 Artur Nogueira";36;-;36
"350390 Arujá";92;24;68
"350395 Aspásia";-;-;-
"350400 Assis";278;153;125
"350410 Atibaia";192;55;137
"350420 Auriflama";44;35;9
"350430 Avaí";-;-;-
"350440 Avanhandava";-;-;-
"350450 Avaré";159;95;64
"350460 Bady Bassitt";-;-;-
"350470 Balbinos";-;-;-
"350480 Bálsamo";-;-;-
"350490 Bananal";15;15;-
"350500 Barão de Antonina";-;-;-
"350510 Barbosa";-;-;-
"350520 Bariri";51;34;17
"350530 Barra Bonita";91;59;32
"350535 Barra do Chapéu";-;-;-
"350540 Barra do Turvo";-;-;-
"350550 Barretos";504;391;113
"350560 Barrinha";-;-;-
"350570 Barueri";431;355;76
"350580 Bastos";35;28;7
"350590 Batatais";133;101;32
"350600 Bauru";1228;636;592
"350610 Bebedouro";140;75;65
"350620 Bento de Abreu";-;-;-
"350630 Bernardino de Campos";23;23;-
"350635 Bertioga";49;49;-
"350640 Bilac";36;35;1
"350650 Birigui";146;66;80
"350660 Biritiba-Mirim";-;-;-
"350670 Boa Esperança do Sul";14;13;1
"350680 Bocaina";35;29;6
"350690 Bofete";-;-;-
"350700 Boituva";54;36;18
"350710 Bom Jesus dos Perdões";12;12;-
"350715 Bom Sucesso de Itararé";-;-;-
"350720 Borá";-;-;-
"350730 Boracéia";-;-;-
"350740 Borborema";26;16;10
"350745 Borebi";-;-;-
"350750 Botucatu";644;541;103
"350760 Bragança Paulista";372;206;166
"350770 Braúna";-;-;-
"350775 Brejo Alegre";-;-;-
"350780 Brodowski";-;-;-
"350790 Brotas";41;35;6
"350800 Buri";-;-;-
"350810 Buritama";42;22;20
"350820 Buritizal";-;-;-
"350830 Cabrália Paulista";-;-;-
"350840 Cabreúva";22;11;11
"350850 Caçapava";178;63;115
"350860 Cachoeira Paulista";16;14;2
"350870 Caconde";62;62;-
"350880 Cafelândia";48;37;11
"350890 Caiabu";-;-;-
"350900 Caieiras";110;65;45
"350910 Caiuá";-;-;-
"350920 Cajamar";149;49;100
"350925 Cajati";-;-;-
"350930 Cajobi";32;26;6
"350940 Cajuru";140;55;85
"350945 Campina do Monte Alegre";-;-;-
"350950 Campinas";2610;1348;1262
"350960 Campo Limpo Paulista";68;68;-
"350970 Campos do Jordão";201;191;10
"350980 Campos Novos Paulista";-;-;-
"350990 Cananéia";-;-;-
"350995 Canas";-;-;-
"351000 Cândido Mota";30;25;5
"351010 Cândido Rodrigues";-;-;-
"351015 Canitar";-;-;-
"351020 Capão Bonito";58;48;10
"351030 Capela do Alto";59;14;45
"351040 Capivari";93;47;46
"351050 Caraguatatuba";165;111;54
"351060 Carapicuíba";270;220;50
"351070 Cardoso";31;12;19
"351080 Casa Branca";372;356;16
"351090 Cássia dos Coqueiros";-;-;-
"351100 Castilho";31;30;1
"351110 Catanduva";588;374;214
"351120 Catiguá";-;-;-
"351130 Cedral";50;-;50
"351140 Cerqueira César";39;32;7
"351150 Cerquilho";32;21;11
"351160 Cesário Lange";22;17;5
"351170 Charqueada";33;26;7
"355720 Chavantes";50;30;20
"351190 Clementina";30;20;10
"351200 Colina";47;35;12
"351210 Colômbia";20;20;-
"351220 Conchal";52;42;10
"351230 Conchas";12;12;-
"351240 Cordeirópolis";-;-;-
"351250 Coroados";-;-;-
"351260 Coronel Macedo";6;6;-
"351270 Corumbataí";-;-;-
"351280 Cosmópolis";68;33;35
"351290 Cosmorama";-;-;-
"351300 Cotia";667;111;556
"351310 Cravinhos";15;13;2
"351320 Cristais Paulista";-;-;-
"351330 Cruzália";-;-;-
"351340 Cruzeiro";103;67;36
"351350 Cubatão";118;66;52
"351360 Cunha";40;25;15
"351370 Descalvado";40;25;15
"351380 Diadema";624;555;69
"351385 Dirce Reis";-;-;-
"351390 Divinolândia";186;186;-
"351400 Dobrada";-;-;-
"351410 Dois Córregos";67;47;20
"351420 Dolcinópolis";-;-;-
"351430 Dourado";14;14;-
"351440 Dracena";143;108;35
"351450 Duartina";87;77;10
"351460 Dumont";-;-;-
"351470 Echaporã";-;-;-
"351480 Eldorado";2;2;-
"351490 Elias Fausto";6;6;-
"351492 Elisiário";-;-;-
"351495 Embaúba";-;-;-
"351500 Embu das Artes";244;89;155
"351510 Embu-Guaçu";17;17;-
"351512 Emilianópolis";-;-;-
"351515 Engenheiro Coelho";-;-;-
"351518 Espírito Santo do Pinhal";453;354;99
"351519 Espírito Santo do Turvo";-;-;-
"355730 Estiva Gerbi";-;-;-
"351520 Estrela d'Oeste";66;61;5
"351530 Estrela do Norte";-;-;-
"351535 Euclides da Cunha Paulista";-;-;-
"351540 Fartura";20;12;8
"351560 Fernando Prestes";-;-;-
"351550 Fernandópolis";135;84;51
"351565 Fernão";-;-;-
"351570 Ferraz de Vasconcelos";189;189;-
"351580 Flora Rica";-;-;-
"351590 Floreal";-;-;-
"351600 Flórida Paulista";47;30;17
"351610 Florínia";-;-;-
"351620 Franca";737;488;249
"351630 Francisco Morato";98;98;-
"351640 Franco da Rocha";693;611;82
"351650 Gabriel Monteiro";-;-;-
"351660 Gália";45;27;18
"351670 Garça";281;252;29
"351680 Gastão Vidigal";-;-;-
"351685 Gavião Peixoto";-;-;-
"351690 General Salgado";32;20;12
"351700 Getulina";48;36;12
"351710 Glicério";-;-;-
"351720 Guaiçara";-;-;-
"351730 Guaimbê";-;-;-
"351740 Guaíra";61;43;18
"351750 Guapiaçu";-;-;-
"351760 Guapiara";27;27;-
"351770 Guará";50;40;10
"351780 Guaraçaí";23;15;8
"351790 Guaraci";-;-;-
"351800 Guarani d'Oeste";-;-;-
"351810 Guarantã";-;-;-
"351820 Guararapes";74;48;26
"351830 Guararema";35;29;6
"351840 Guaratinguetá";265;156;109
"351850 Guareí";-;-;-
"351860 Guariba";66;59;7
"351870 Guarujá";365;262;103
"351880 Guarulhos";2010;1444;566
"351885 Guatapará";-;-;-
"351890 Guzolândia";-;-;-
"351900 Herculândia";58;58;-
"351905 Holambra";-;-;-
"351907 Hortolândia";100;78;22
"351910 Iacanga";30;28;2
"351920 Iacri";-;-;-
"351925 Iaras";-;-;-
"351930 Ibaté";27;27;-
"351940 Ibirá";27;9;18
"351950 Ibirarema";-;-;-
"351960 Ibitinga";103;46;57
"351970 Ibiúna";172;63;109
"351980 Icém";-;-;-
"351990 Iepê";18;18;-
"352000 Igaraçu do Tietê";-;-;-
"352010 Igarapava";60;42;18
"352020 Igaratá";8;8;-
"352030 Iguape";9;9;-
"352042 Ilha Comprida";-;-;-
"352044 Ilha Solteira";116;74;42
"352040 Ilhabela";51;51;-
"352050 Indaiatuba";350;207;143
"352060 Indiana";-;-;-
"352070 Indiaporã";36;4;32
"352080 Inúbia Paulista";-;-;-
"352090 Ipaussu";49;29;20
"352100 Iperó";15;15;-
"352110 Ipeúna";-;-;-
"352115 Ipiguá";-;-;-
"352120 Iporanga";-;-;-
"352130 Ipuã";49;39;10
"352140 Iracemápolis";3;3;-
"352150 Irapuã";-;-;-
"352160 Irapuru";-;-;-
"352170 Itaberá";19;19;-
"352180 Itaí";35;35;-
"352190 Itajobi";50;32;18
"352200 Itaju";-;-;-
"352210 Itanhaém";131;131;-
"352215 Itaóca";-;-;-
"352220 Itapecerica da Serra";583;176;407
"352230 Itapetininga";142;100;42
"352240 Itapeva";134;93;41
"352250 Itapevi";307;213;94
"352260 Itapira";987;576;411
"352265 Itapirapuã Paulista";-;-;-
"352270 Itápolis";76;46;30
"352280 Itaporanga";46;27;19
"352290 Itapuí";30;30;-
"352300 Itapura";-;-;-
"352310 Itaquaquecetuba";224;224;-
"352320 Itararé";80;64;16
"352330 Itariri";-;-;-
"352340 Itatiba";120;70;50
"352350 Itatinga";14;7;7
"352360 Itirapina";25;25;-
"352370 Itirapuã";-;-;-
"352380 Itobi";-;-;-
"352390 Itu";389;357;32
"352400 Itupeva";86;48;38
"352410 Ituverava";120;53;67
"352420 Jaborandi";17;17;-
"352430 Jaboticabal";212;56;156
"352440 Jacareí";404;167;237
"352450 Jaci";216;149;67
"352460 Jacupiranga";-;-;-
"352470 Jaguariúna";80;78;2
"352480 Jales";151;103;48
"352490 Jambeiro";-;-;-
"352500 Jandira";15;-;15
"352510 Jardinópolis";-;-;-
"352520 Jarinu";29;17;12
"352530 Jaú";895;711;184
"352540 Jeriquara";-;-;-
"352550 Joanópolis";11;11;-
"352560 João Ramalho";-;-;-
"352570 José Bonifácio";53;22;31
"352580 Júlio Mesquita";-;-;-
"352585 Jumirim";-;-;-
"352590 Jundiaí";824;439;385
"352600 Junqueirópolis";52;25;27
"352610 Juquiá";-;-;-
"352620 Juquitiba";59;-;59
"352630 Lagoinha";-;-;-
"352640 Laranjal Paulista";46;28;18
"352650 Lavínia";-;-;-
"352660 Lavrinhas";-;-;-
"352670 Leme";122;77;45
"352680 Lençóis Paulista";88;45;43
"352690 Limeira";377;174;203
"352700 Lindóia";-;-;-
"352710 Lins";428;324;104
"352720 Lorena";178;85;93
"352725 Lourdes";-;-;-
"352730 Louveira";36;31;5
"352740 Lucélia";15;10;5
"352750 Lucianópolis";-;-;-
"352760 Luís Antônio";-;-;-
"352770 Luiziânia";3;3;-
"352780 Lupércio";-;-;-
"352790 Lutécia";-;-;-
"352800 Macatuba";31;18;13
"352810 Macaubal";18;15;3
"352820 Macedônia";-;-;-
"352830 Magda";-;-;-
"352840 Mairinque";-;-;-
"352850 Mairiporã";47;41;6
"352860 Manduri";-;-;-
"352870 Marabá Paulista";-;-;-
"352880 Maracaí";26;22;4
"352885 Marapoama";-;-;-
"352890 Mariápolis";-;-;-
"352900 Marília";827;620;207
"352910 Marinópolis";-;-;-
"352920 Martinópolis";35;30;5
"352930 Matão";162;96;66
"352940 Mauá";402;189;213
"352950 Mendonça";-;-;-
"352960 Meridiano";-;-;-
"352965 Mesópolis";-;-;-
"352970 Miguelópolis";66;47;19
"352980 Mineiros do Tietê";11;11;-
"353000 Mira Estrela";-;-;-
"352990 Miracatu";-;-;-
"353010 Mirandópolis";68;68;-
"353020 Mirante do Paranapanema";-;-;-
"353030 Mirassol";81;30;51
"353040 Mirassolândia";-;-;-
"353050 Mococa";135;88;47
"353060 Mogi das Cruzes";896;600;296
"353070 Mogi Guaçu";333;141;192
"353080 Mogi Mirim";213;114;99
"353090 Mombuca";-;-;-
"353100 Monções";-;-;-
"353110 Mongaguá";36;36;-
"353120 Monte Alegre do Sul";-;-;-
"353130 Monte Alto";109;58;51
"353140 Monte Aprazível";80;30;50
"353150 Monte Azul Paulista";70;51;19
"353160 Monte Castelo";-;-;-
"353180 Monte Mor";35;26;9
"353170 Monteiro Lobato";-;-;-
"353190 Morro Agudo";45;31;14
"353200 Morungaba";19;9;10
"353205 Motuca";-;-;-
"353210 Murutinga do Sul";-;-;-
"353215 Nantes";-;-;-
"353220 Narandiba";-;-;-
"353230 Natividade da Serra";-;-;-
"353240 Nazaré Paulista";20;20;-
"353250 Neves Paulista";21;10;11
"353260 Nhandeara";129;35;94
"353270 Nipoã";-;-;-
"353280 Nova Aliança";-;-;-
"353282 Nova Campina";-;-;-
"353284 Nova Canaã Paulista";-;-;-
"353286 Nova Castilho";-;-;-
"353290 Nova Europa";12;7;5
"353300 Nova Granada";62;19;43
"353310 Nova Guataporanga";-;-;-
"353320 Nova Independência";-;-;-
"353330 Nova Luzitânia";-;-;-
"353340 Nova Odessa";53;53;-
"353325 Novais";-;-;-
"353350 Novo Horizonte";105;35;70
"353360 Nuporanga";-;-;-
"353370 Ocauçu";-;-;-
"353380 Óleo";-;-;-
"353390 Olímpia";79;42;37
"353400 Onda Verde";-;-;-
"353410 Oriente";-;-;-
"353420 Orindiúva";-;-;-
"353430 Orlândia";98;60;38
"353440 Osasco";878;578;300
"353450 Oscar Bressane";-;-;-
"353460 Osvaldo Cruz";77;53;24
"353470 Ourinhos";136;83;53
"353480 Ouro Verde";-;-;-
"353475 Ouroeste";33;28;5
"353490 Pacaembu";37;32;5
"353500 Palestina";-;-;-
"353510 Palmares Paulista";-;-;-
"353520 Palmeira d'Oeste";20;10;10
"353530 Palmital";54;36;18
"353540 Panorama";36;35;1
"353550 Paraguaçu Paulista";97;78;19
"353560 Paraibuna";-;-;-
"353570 Paraíso";-;-;-
"353580 Paranapanema";30;30;-
"353590 Paranapuã";-;-;-
"353600 Parapuã";32;26;6
"353610 Pardinho";-;-;-
"353620 Pariquera-Açu";150;150;-
"353625 Parisi";-;-;-
"353630 Patrocínio Paulista";35;23;12
"353640 Paulicéia";-;-;-
"353650 Paulínia";97;97;-
"353657 Paulistânia";-;-;-
"353660 Paulo de Faria";24;18;6
"353670 Pederneiras";72;52;20
"353680 Pedra Bela";-;-;-
"353690 Pedranópolis";-;-;-
"353700 Pedregulho";64;55;9
"353710 Pedreira";98;98;-
"353715 Pedrinhas Paulista";-;-;-
"353720 Pedro de Toledo";-;-;-
"353730 Penápolis";200;173;27
"353740 Pereira Barreto";52;47;5
"353750 Pereiras";-;-;-
"353760 Peruíbe";14;14;-
"353770 Piacatu";-;-;-
"353780 Piedade";60;50;10
"353790 Pilar do Sul";35;27;8
"353800 Pindamonhangaba";254;127;127
"353810 Pindorama";-;-;-
"353820 Pinhalzinho";-;-;-
"353830 Piquerobi";-;-;-
"353850 Piquete";-;-;-
"353860 Piracaia";37;29;8
"353870 Piracicaba";711;331;380
"353880 Piraju";77;58;19
"353890 Pirajuí";288;67;221
"353900 Pirangi";41;9;32
"353910 Pirapora do Bom Jesus";-;-;-
"353920 Pirapozinho";-;-;-
"353930 Pirassununga";151;57;94
"353940 Piratininga";28;25;3
"353950 Pitangueiras";50;32;18
"353960 Planalto";-;-;-
"353970 Platina";-;-;-
"353980 Poá";35;35;-
"353990 Poloni";-;-;-
"354000 Pompéia";18;13;5
"354010 Pongaí";-;-;-
"354020 Pontal";45;29;16
"354025 Pontalinda";-;-;-
"354030 Pontes Gestal";-;-;-
"354040 Populina";18;7;11
"354050 Porangaba";-;-;-
"354060 Porto Feliz";51;39;12
"354070 Porto Ferreira";55;33;22
"354075 Potim";-;-;-
"354080 Potirendaba";31;27;4
"354085 Pracinha";-;-;-
"354090 Pradópolis";-;-;-
"354100 Praia Grande";212;199;13
"354105 Pratânia";-;-;-
"354110 Presidente Alves";-;-;-
"354120 Presidente Bernardes";51;40;11
"354130 Presidente Epitácio";78;68;10
"354140 Presidente Prudente";1169;693;476
"354150 Presidente Venceslau";96;60;36
"354160 Promissão";37;37;-
"354165 Quadra";-;-;-
"354170 Quatá";-;-;-
"354180 Queiroz";-;-;-
"354190 Queluz";38;38;-
"354200 Quintana";-;-;-
"354210 Rafard";-;-;-
"354220 Rancharia";103;71;32
"354230 Redenção da Serra";-;-;-
"354240 Regente Feijó";16;13;3
"354250 Reginópolis";-;-;-
"354260 Registro";181;128;53
"354270 Restinga";-;-;-
"354280 Ribeira";-;-;-
"354290 Ribeirão Bonito";17;11;6
"354300 Ribeirão Branco";36;35;1
"354310 Ribeirão Corrente";-;-;-
"354320 Ribeirão do Sul";-;-;-
"354323 Ribeirão dos Índios";-;-;-
"354325 Ribeirão Grande";-;-;-
"354330 Ribeirão Pires";164;50;114
"354340 Ribeirão Preto";2183;1388;795
"354360 Rifaina";-;-;-
"354370 Rincão";-;-;-
"354380 Rinópolis";23;20;3
"354390 Rio Claro";391;188;203
"354400 Rio das Pedras";36;32;4
"354410 Rio Grande da Serra";-;-;-
"354420 Riolândia";36;7;29
"354350 Riversul";-;-;-
"354425 Rosana";57;57;-
"354430 Roseira";54;14;40
"354440 Rubiácea";-;-;-
"354450 Rubinéia";-;-;-
"354460 Sabino";-;-;-
"354470 Sagres";-;-;-
"354480 Sales";-;-;-
"354490 Sales Oliveira";30;20;10
"354500 Salesópolis";19;17;2
"354510 Salmourão";-;-;-
"354515 Saltinho";-;-;-
"354520 Salto";130;82;48
"354530 Salto de Pirapora";48;43;5
"354540 Salto Grande";34;22;12
"354550 Sandovalina";-;-;-
"354560 Santa Adélia";24;7;17
"354570 Santa Albertina";-;-;-
"354580 Santa Bárbara d'Oeste";160;97;63
"354600 Santa Branca";-;-;-
"354610 Santa Clara d'Oeste";-;-;-
"354620 Santa Cruz da Conceição";-;-;-
"354625 Santa Cruz da Esperança";-;-;-
"354630 Santa Cruz das Palmeiras";35;25;10
"354640 Santa Cruz do Rio Pardo";96;55;41
"354650 Santa Ernestina";-;-;-
"354660 Santa Fé do Sul";82;57;25
"354670 Santa Gertrudes";-;-;-
"354680 Santa Isabel";101;82;19
"354690 Santa Lúcia";8;-;8
"354700 Santa Maria da Serra";6;6;-
"354710 Santa Mercedes";-;-;-
"354740 Santa Rita d'Oeste";-;-;-
"354750 Santa Rita do Passa Quatro";316;293;23
"354760 Santa Rosa de Viterbo";32;19;13
"354765 Santa Salete";-;-;-
"354720 Santana da Ponte Pensa";-;-;-
"354730 Santana de Parnaíba";30;30;-
"354770 Santo Anastácio";56;37;19
"354780 Santo André";1540;708;832
"354790 Santo Antônio da Alegria";19;19;-
"354800 Santo Antônio de Posse";-;-;-
"354805 Santo Antônio do Aracanguá";-;-;-
"354810 Santo Antônio do Jardim";-;-;-
"354820 Santo Antônio do Pinhal";-;-;-
"354830 Santo Expedito";-;-;-
"354840 Santópolis do Aguapeí";-;-;-
"354850 Santos";1701;843;858
"354860 São Bento do Sapucaí";40;26;14
"354870 São Bernardo do Campo";1668;770;898
"354880 São Caetano do Sul";741;177;564
"354890 São Carlos";436;211;225
"354900 São Francisco";-;-;-
"354910 São João da Boa Vista";199;94;105
"354920 São João das Duas Pontes";-;-;-
"354925 São João de Iracema";-;-;-
"354930 São João do Pau d'Alho";-;-;-
"354940 São Joaquim da Barra";115;68;47
"354950 São José da Bela Vista";-;-;-
"354960 São José do Barreiro";-;-;-
"354970 São José do Rio Pardo";136;81;55
"354980 São José do Rio Preto";1905;886;1019
"354990 São José dos Campos";1640;830;810
"354995 São Lourenço da Serra";-;-;-
"355000 São Luís do Paraitinga";25;16;9
"355010 São Manuel";35;31;4
"355020 São Miguel Arcanjo";50;50;-
"355030 São Paulo";27847;14422;13425
"355040 São Pedro";62;40;22
"355050 São Pedro do Turvo";-;-;-
"355060 São Roque";97;46;51
"355070 São Sebastião";101;93;8
"355080 São Sebastião da Grama";30;26;4
"355090 São Simão";40;32;8
"355100 São Vicente";269;158;111
"355110 Sarapuí";-;-;-
"355120 Sarutaiá";-;-;-
"355130 Sebastianópolis do Sul";-;-;-
"355140 Serra Azul";-;-;-
"355160 Serra Negra";49;33;16
"355150 Serrana";125;112;13
"355170 Sertãozinho";162;66;96
"355180 Sete Barras";-;-;-
"355190 Severínia";-;-;-
"355200 Silveiras";2;2;-
"355210 Socorro";70;63;7
"355220 Sorocaba";1429;853;576
"355230 Sud Mennucci";22;20;2
"355240 Sumaré";177;172;5
"355255 Suzanápolis";-;-;-
"355250 Suzano";139;61;78
"355260 Tabapuã";30;11;19
"355270 Tabatinga";35;21;14
"355280 Taboão da Serra";495;334;161
"355290 Taciba";-;-;-
"355300 Taguaí";29;24;5
"355310 Taiaçu";-;-;-
"355320 Taiúva";4;4;-
"355330 Tambaú";36;25;11
"355340 Tanabi";72;30;42
"355350 Tapiraí";-;-;-
"355360 Tapiratiba";16;13;3
"355365 Taquaral";-;-;-
"355370 Taquaritinga";124;72;52
"355380 Taquarituba";49;31;18
"355385 Taquarivaí";-;-;-
"355390 Tarabai";-;-;-
"355395 Tarumã";-;-;-
"355400 Tatuí";129;78;51
"355410 Taubaté";509;330;179
"355420 Tejupá";-;-;-
"355430 Teodoro Sampaio";58;52;6
"355440 Terra Roxa";34;30;4
"355450 Tietê";51;31;20
"355460 Timburi";-;-;-
"355465 Torre de Pedra";-;-;-
"355470 Torrinha";20;13;7
"355475 Trabiju";-;-;-
"355480 Tremembé";-;-;-
"355490 Três Fronteiras";-;-;-
"355495 Tuiuti";-;-;-
"355500 Tupã";446;330;116
"355510 Tupi Paulista";48;30;18
"355520 Turiúba";-;-;-
"355530 Turmalina";-;-;-
"355535 Ubarana";-;-;-
"355540 Ubatuba";92;74;18
"355550 Ubirajara";-;-;-
"355560 Uchoa";-;-;-
"355570 União Paulista";-;-;-
"355580 Urânia";26;24;2
"355590 Uru";-;-;-
"355600 Urupês";34;11;23
"355610 Valentim Gentil";-;-;-
"355620 Valinhos";142;57;85
"355630 Valparaíso";55;31;24
"355635 Vargem";-;-;-
"355640 Vargem Grande do Sul";50;31;19
"355645 Vargem Grande Paulista";70;2;68
"355650 Várzea Paulista";39;31;8
"355660 Vera Cruz";72;-;72
"355670 Vinhedo";85;62;23
"355680 Viradouro";48;30;18
"355690 Vista Alegre do Alto";-;-;-
"355695 Vitória Brasil";-;-;-
"355700 Votorantim";212;53;159
"355710 Votuporanga";205;115;90
